run,seed,algo,generation,eval_count,best_fitness,best_word,pop_best_fitness,pop_best_word,diversity
0,42,GA_avec_etalon,1,390,24.024053819751067,duarl,24.024053819751067,duarl,0.985
0,42,GA_avec_etalon,2,580,12.19994405619223,amarl,12.19994405619223,amarl,0.955
0,42,GA_avec_etalon,3,770,7.8788942456887705,amal,7.8788942456887705,amal,0.915
0,42,GA_avec_etalon,4,960,7.8788942456887705,amal,7.8788942456887705,amal,0.885
0,42,GA_avec_etalon,5,1150,7.8788942456887705,amal,7.8788942456887705,amal,0.83
0,42,GA_avec_etalon,6,1340,7.403532147612961,fral,7.403532147612961,fral,0.775
0,42,GA_avec_etalon,7,1530,7.403532147612961,fral,7.403532147612961,fral,0.725
0,42,GA_avec_etalon,8,1720,6.513503971075404,tral,6.513503971075404,tral,0.675
0,42,GA_avec_etalon,9,1910,6.273667327179407,amard,6.273667327179407,amard,0.655
0,42,GA_avec_etalon,10,2100,5.592406272956447,arai,5.592406272956447,arai,0.64
0,42,GA_avec_etalon,11,2290,5.592406272956447,arai,5.592406272956447,arai,0.725
0,42,GA_avec_etalon,12,2480,4.055934423938047,trai,4.055934423938047,trai,0.735
0,42,GA_avec_etalon,13,2670,4.055934423938047,trai,4.055934423938047,trai,0.775
0,42,GA_avec_etalon,14,2860,4.055934423938047,trai,4.055934423938047,trai,0.745
0,42,GA_avec_etalon,15,3050,4.055934423938047,trai,4.055934423938047,trai,0.71
0,42,GA_avec_etalon,16,3240,4.055934423938047,trai,4.055934423938047,trai,0.705
0,42,GA_avec_etalon,17,3430,4.055934423938047,trai,4.055934423938047,trai,0.615
0,42,GA_avec_etalon,18,3620,4.055934423938047,trai,4.055934423938047,trai,0.535
0,42,GA_avec_etalon,19,3810,4.055934423938047,trai,4.055934423938047,trai,0.57
0,42,GA_avec_etalon,20,4000,4.055934423938047,trai,4.055934423938047,trai,0.5
0,42,GA_avec_etalon,21,4190,4.055934423938047,trai,4.055934423938047,trai,0.53
0,42,GA_avec_etalon,22,4380,4.055934423938047,trai,4.055934423938047,trai,0.525
0,42,GA_avec_etalon,23,4570,4.055934423938047,trai,4.055934423938047,trai,0.575
0,42,GA_avec_etalon,24,4760,4.055934423938047,trai,4.055934423938047,trai,0.49
0,42,GA_avec_etalon,25,4950,4.055934423938047,trai,4.055934423938047,trai,0.54
0,42,GA_avec_etalon,26,5140,4.055934423938047,trai,4.055934423938047,trai,0.56
0,42,GA_avec_etalon,27,5330,4.055934423938047,trai,4.055934423938047,trai,0.495
0,42,GA_avec_etalon,28,5520,4.055934423938047,trai,4.055934423938047,trai,0.555
0,42,GA_avec_etalon,29,5710,4.055934423938047,trai,4.055934423938047,trai,0.525
0,42,GA_avec_etalon,30,5900,4.055934423938047,trai,4.055934423938047,trai,0.515
0,42,GA_avec_etalon,31,6090,4.055934423938047,trai,4.055934423938047,trai,0.52
0,42,GA_avec_etalon,32,6280,4.055934423938047,trai,4.055934423938047,trai,0.575
0,42,GA_avec_etalon,33,6470,4.055934423938047,trai,4.055934423938047,trai,0.56
0,42,GA_avec_etalon,34,6660,4.055934423938047,trai,4.055934423938047,trai,0.6
0,42,GA_avec_etalon,35,6850,4.055934423938047,trai,4.055934423938047,trai,0.63
0,42,GA_avec_etalon,36,7040,4.055934423938047,trai,4.055934423938047,trai,0.585
0,42,GA_avec_etalon,37,7230,4.055934423938047,trai,4.055934423938047,trai,0.56
0,42,GA_avec_etalon,38,7420,4.055934423938047,trai,4.055934423938047,trai,0.55
0,42,GA_avec_etalon,39,7610,4.055934423938047,trai,4.055934423938047,trai,0.575
0,42,GA_avec_etalon,40,7800,4.055934423938047,trai,4.055934423938047,trai,0.635
0,42,GA_avec_etalon,41,7990,4.055934423938047,trai,4.055934423938047,trai,0.58
0,42,GA_avec_etalon,42,8180,4.055934423938047,trai,4.055934423938047,trai,0.55
0,42,GA_avec_etalon,43,8370,4.055934423938047,trai,4.055934423938047,trai,0.545
0,42,GA_avec_etalon,44,8560,4.055934423938047,trai,4.055934423938047,trai,0.55
0,42,GA_avec_etalon,45,8750,4.055934423938047,trai,4.055934423938047,trai,0.585
0,42,GA_avec_etalon,46,8940,4.055934423938047,trai,4.055934423938047,trai,0.56
0,42,GA_avec_etalon,47,9130,4.055934423938047,trai,4.055934423938047,trai,0.615
0,42,GA_avec_etalon,48,9320,4.055934423938047,trai,4.055934423938047,trai,0.565
0,42,GA_avec_etalon,49,9510,4.055934423938047,trai,4.055934423938047,trai,0.56
